Reaction ID,Transcript abundance,Subsystem,Stoichiometry,Lower bound,Upper bound,RegrEx (no hexose uptake),FVA_min (no hexose uptake),FVA_max (no hexose uptake),Parsimonious (no hexose uptake),RegrEx (hexose uptake),Parsimonious (hexose uptake)
RXN_3522_p_pSE_l,,ascorbateglutathionecycle,2.0 CPD_318_p_pSE_l + NADPH_p_pSE_l + PROTON_p_pSE_l --> 2.0 ASCORBATE_p_pSE_l + NADP_p_pSE_l,0,60,0,0,-3.12E-12,0,0,0
RXN_3522_p_SE_d,,ascorbateglutathionecycle,2.0 CPD_318_p_SE_d + NADPH_p_SE_d + PROTON_p_SE_d --> 2.0 ASCORBATE_p_SE_d + NADP_p_SE_d,0,50,0,0,-2.62E-12,0,0,0
RXN_3522_p_SE_l,,ascorbateglutathionecycle,2.0 CPD_318_p_SE_l + NADPH_p_SE_l + PROTON_p_SE_l --> 2.0 ASCORBATE_p_SE_l + NADP_p_SE_l,0,50,0,0,-3.04E-12,0,0,0
RXN_3523_p_CC_d,,ascorbateglutathionecycle,2.0 CPD_318_p_CC_d --> ASCORBATE_p_CC_d + L_DEHYDRO_ASCORBATE_p_CC_d,0,10,0,0,-2.58E-12,0,0,0
RXN_3523_p_CC_l,,ascorbateglutathionecycle,2.0 CPD_318_p_CC_l --> ASCORBATE_p_CC_l + L_DEHYDRO_ASCORBATE_p_CC_l,0,10,0,3.66E-12,-3.68E-12,0,0,0
RXN_3523_p_MC_d,,ascorbateglutathionecycle,2.0 CPD_318_p_MC_d --> ASCORBATE_p_MC_d + L_DEHYDRO_ASCORBATE_p_MC_d,0,1000,0,0,-3.04E-11,0,0,0
RXN_3523_p_MC_l,,ascorbateglutathionecycle,2.0 CPD_318_p_MC_l --> ASCORBATE_p_MC_l + L_DEHYDRO_ASCORBATE_p_MC_l,0,1000,0,0,-5.12E-11,0,0,0
RXN_3523_p_pSE_d,,ascorbateglutathionecycle,2.0 CPD_318_p_pSE_d --> ASCORBATE_p_pSE_d + L_DEHYDRO_ASCORBATE_p_pSE_d,0,60,0,2.72E-12,-2.55E-12,0,0,0
RXN_3523_p_pSE_l,,ascorbateglutathionecycle,2.0 CPD_318_p_pSE_l --> ASCORBATE_p_pSE_l + L_DEHYDRO_ASCORBATE_p_pSE_l,0,60,0,3.16E-12,-4.45E-12,0,0,0
RXN_3523_p_SE_d,,ascorbateglutathionecycle,2.0 CPD_318_p_SE_d --> ASCORBATE_p_SE_d + L_DEHYDRO_ASCORBATE_p_SE_d,0,50,0,3.09E-12,-5.81E-12,0,0,0
RXN_3523_p_SE_l,,ascorbateglutathionecycle,2.0 CPD_318_p_SE_l --> ASCORBATE_p_SE_l + L_DEHYDRO_ASCORBATE_p_SE_l,0,50,0,3.63E-12,-3.51E-12,0,0,0
RXN_5641_c_CC_d,,cholinebiosynthesisI,PROTON_c_CC_d + SER_c_CC_d --> CARBON_DIOXIDE_c_CC_d + ETHANOL_AMINE_c_CC_d,0,10,0,0,0,0,0,0
RXN_5641_c_CC_l,,cholinebiosynthesisI,PROTON_c_CC_l + SER_c_CC_l --> CARBON_DIOXIDE_c_CC_l + ETHANOL_AMINE_c_CC_l,0,10,0,0,0,0,0,0
RXN_5641_c_MC_d,,cholinebiosynthesisI,PROTON_c_MC_d + SER_c_MC_d --> CARBON_DIOXIDE_c_MC_d + ETHANOL_AMINE_c_MC_d,0,1000,0,0,0,0,0,0
RXN_5641_c_MC_l,0.373725306,cholinebiosynthesisI,PROTON_c_MC_l + SER_c_MC_l --> CARBON_DIOXIDE_c_MC_l + ETHANOL_AMINE_c_MC_l,0,1000,0,0,0,0,0,0
RXN_5641_c_pSE_d,,cholinebiosynthesisI,PROTON_c_pSE_d + SER_c_pSE_d --> CARBON_DIOXIDE_c_pSE_d + ETHANOL_AMINE_c_pSE_d,0,60,0,0,0,0,0,0
RXN_5641_c_pSE_l,,cholinebiosynthesisI,PROTON_c_pSE_l + SER_c_pSE_l --> CARBON_DIOXIDE_c_pSE_l + ETHANOL_AMINE_c_pSE_l,0,60,0,0,0,0,0,0
RXN_5641_c_SE_d,,cholinebiosynthesisI,PROTON_c_SE_d + SER_c_SE_d --> CARBON_DIOXIDE_c_SE_d + ETHANOL_AMINE_c_SE_d,0,50,0,0,8.08E-12,0,0,0
RXN_5641_c_SE_l,,cholinebiosynthesisI,PROTON_c_SE_l + SER_c_SE_l --> CARBON_DIOXIDE_c_SE_l + ETHANOL_AMINE_c_SE_l,0,50,0,0,0,0,0,0
RXN_5642_c_CC_d,,"cholinebiosynthesisI, phosphatidylcholinebiosynthesisII, phosphatidylcholinebiosynthesisIV",0.88 CPD_406_c_CC_d + S_ADENOSYLMETHIONINE_c_CC_d + 0.12 aCPD_406_c_CC_d --> ADENOSYL_HOMO_CYS_c_CC_d + 0.88 CPD_5441_c_CC_d + 0.12 aCPD_5441_c_CC_d,0,10,0,0,0,0,0,0
RXN_5642_c_CC_l,,"cholinebiosynthesisI, phosphatidylcholinebiosynthesisII, phosphatidylcholinebiosynthesisIV",0.88 CPD_406_c_CC_l + S_ADENOSYLMETHIONINE_c_CC_l + 0.12 aCPD_406_c_CC_l --> ADENOSYL_HOMO_CYS_c_CC_l + 0.88 CPD_5441_c_CC_l + 0.12 aCPD_5441_c_CC_l,0,10,0,0,3.51E-12,0,0,0
RXN_5642_c_MC_d,,"cholinebiosynthesisI, phosphatidylcholinebiosynthesisII, phosphatidylcholinebiosynthesisIV",0.88 CPD_406_c_MC_d + S_ADENOSYLMETHIONINE_c_MC_d + 0.12 aCPD_406_c_MC_d --> ADENOSYL_HOMO_CYS_c_MC_d + 0.88 CPD_5441_c_MC_d + 0.12 aCPD_5441_c_MC_d,0,1000,0,0,0,0,0,0
RXN_5642_c_MC_l,0.373725306,"cholinebiosynthesisI, phosphatidylcholinebiosynthesisII, phosphatidylcholinebiosynthesisIV",0.88 CPD_406_c_MC_l + S_ADENOSYLMETHIONINE_c_MC_l + 0.12 aCPD_406_c_MC_l --> ADENOSYL_HOMO_CYS_c_MC_l + 0.88 CPD_5441_c_MC_l + 0.12 aCPD_5441_c_MC_l,0,1000,0,0,-1.24E-12,0,0,0
RXN_5642_c_pSE_d,,"cholinebiosynthesisI, phosphatidylcholinebiosynthesisII, phosphatidylcholinebiosynthesisIV",0.88 CPD_406_c_pSE_d + S_ADENOSYLMETHIONINE_c_pSE_d + 0.12 aCPD_406_c_pSE_d --> ADENOSYL_HOMO_CYS_c_pSE_d + 0.88 CPD_5441_c_pSE_d + 0.12 aCPD_5441_c_pSE_d,0,60,0,0,0,0,0,0
RXN_5642_c_pSE_l,,"cholinebiosynthesisI, phosphatidylcholinebiosynthesisII, phosphatidylcholinebiosynthesisIV",0.88 CPD_406_c_pSE_l + S_ADENOSYLMETHIONINE_c_pSE_l + 0.12 aCPD_406_c_pSE_l --> ADENOSYL_HOMO_CYS_c_pSE_l + 0.88 CPD_5441_c_pSE_l + 0.12 aCPD_5441_c_pSE_l,0,60,0,0,0,0,0,0
RXN_5642_c_SE_d,,"cholinebiosynthesisI, phosphatidylcholinebiosynthesisII, phosphatidylcholinebiosynthesisIV",0.88 CPD_406_c_SE_d + S_ADENOSYLMETHIONINE_c_SE_d + 0.12 aCPD_406_c_SE_d --> ADENOSYL_HOMO_CYS_c_SE_d + 0.88 CPD_5441_c_SE_d + 0.12 aCPD_5441_c_SE_d,0,50,0,0,0,0,0,0
RXN_5642_c_SE_l,,"cholinebiosynthesisI, phosphatidylcholinebiosynthesisII, phosphatidylcholinebiosynthesisIV",0.88 CPD_406_c_SE_l + S_ADENOSYLMETHIONINE_c_SE_l + 0.12 aCPD_406_c_SE_l --> ADENOSYL_HOMO_CYS_c_SE_l + 0.88 CPD_5441_c_SE_l + 0.12 aCPD_5441_c_SE_l,0,50,0,0,0,0,0,0
RXN_5643_c_CC_d,,"cholinebiosynthesisI, phosphatidylcholinebiosynthesisII",0.88 CPD_5441_c_CC_d + S_ADENOSYLMETHIONINE_c_CC_d + 0.12 aCPD_5441_c_CC_d --> ADENOSYL_HOMO_CYS_c_CC_d + 0.94 PHOSPHORYL_CHOLINE_c_CC_d + 0.06 PROTON_c_CC_d + 0.06 aPHOSPHORYL_CHOLINE_c_CC_d,0,10,0,0,0,0,0,0
RXN_5643_c_CC_l,,"cholinebiosynthesisI, phosphatidylcholinebiosynthesisII",0.88 CPD_5441_c_CC_l + S_ADENOSYLMETHIONINE_c_CC_l + 0.12 aCPD_5441_c_CC_l --> ADENOSYL_HOMO_CYS_c_CC_l + 0.94 PHOSPHORYL_CHOLINE_c_CC_l + 0.06 PROTON_c_CC_l + 0.06 aPHOSPHORYL_CHOLINE_c_CC_l,0,10,0,0,0,0,0,0
RXN_5643_c_MC_d,,"cholinebiosynthesisI, phosphatidylcholinebiosynthesisII",0.88 CPD_5441_c_MC_d + S_ADENOSYLMETHIONINE_c_MC_d + 0.12 aCPD_5441_c_MC_d --> ADENOSYL_HOMO_CYS_c_MC_d + 0.94 PHOSPHORYL_CHOLINE_c_MC_d + 0.06 PROTON_c_MC_d + 0.06 aPHOSPHORYL_CHOLINE_c_MC_d,0,1000,0,0,0,0,0,0
RXN_5643_c_MC_l,0.373725306,"cholinebiosynthesisI, phosphatidylcholinebiosynthesisII",0.88 CPD_5441_c_MC_l + S_ADENOSYLMETHIONINE_c_MC_l + 0.12 aCPD_5441_c_MC_l --> ADENOSYL_HOMO_CYS_c_MC_l + 0.94 PHOSPHORYL_CHOLINE_c_MC_l + 0.06 PROTON_c_MC_l + 0.06 aPHOSPHORYL_CHOLINE_c_MC_l,0,1000,0,0,-2.48E-12,0,0,0
RXN_5643_c_pSE_d,,"cholinebiosynthesisI, phosphatidylcholinebiosynthesisII",0.88 CPD_5441_c_pSE_d + S_ADENOSYLMETHIONINE_c_pSE_d + 0.12 aCPD_5441_c_pSE_d --> ADENOSYL_HOMO_CYS_c_pSE_d + 0.94 PHOSPHORYL_CHOLINE_c_pSE_d + 0.06 PROTON_c_pSE_d + 0.06 aPHOSPHORYL_CHOLINE_c_pSE_d,0,60,0,0,0,0,0,0
RXN_5643_c_pSE_l,,"cholinebiosynthesisI, phosphatidylcholinebiosynthesisII",0.88 CPD_5441_c_pSE_l + S_ADENOSYLMETHIONINE_c_pSE_l + 0.12 aCPD_5441_c_pSE_l --> ADENOSYL_HOMO_CYS_c_pSE_l + 0.94 PHOSPHORYL_CHOLINE_c_pSE_l + 0.06 PROTON_c_pSE_l + 0.06 aPHOSPHORYL_CHOLINE_c_pSE_l,0,60,0,0,0,0,0,0
RXN_5643_c_SE_d,,"cholinebiosynthesisI, phosphatidylcholinebiosynthesisII",0.88 CPD_5441_c_SE_d + S_ADENOSYLMETHIONINE_c_SE_d + 0.12 aCPD_5441_c_SE_d --> ADENOSYL_HOMO_CYS_c_SE_d + 0.94 PHOSPHORYL_CHOLINE_c_SE_d + 0.06 PROTON_c_SE_d + 0.06 aPHOSPHORYL_CHOLINE_c_SE_d,0,50,0,0,0,0,0,0
RXN_5643_c_SE_l,,"cholinebiosynthesisI, phosphatidylcholinebiosynthesisII",0.88 CPD_5441_c_SE_l + S_ADENOSYLMETHIONINE_c_SE_l + 0.12 aCPD_5441_c_SE_l --> ADENOSYL_HOMO_CYS_c_SE_l + 0.94 PHOSPHORYL_CHOLINE_c_SE_l + 0.06 PROTON_c_SE_l + 0.06 aPHOSPHORYL_CHOLINE_c_SE_l,0,50,0,0,0,0,0,0
RXN_5682_p_CC_d,,tyrosinebiosynthesisII,CPD_659_p_CC_d + NADP_p_CC_d --> CARBON_DIOXIDE_p_CC_d + NADPH_p_CC_d + TYR_p_CC_d,0,10,0,0,-2.33E-11,0,0,0
RXN_5682_p_CC_l,,tyrosinebiosynthesisII,CPD_659_p_CC_l + NADP_p_CC_l --> CARBON_DIOXIDE_p_CC_l + NADPH_p_CC_l + TYR_p_CC_l,0,10,0,0,-4.76E-12,0,0,0
RXN_5682_p_MC_d,,tyrosinebiosynthesisII,CPD_659_p_MC_d + NADP_p_MC_d --> CARBON_DIOXIDE_p_MC_d + NADPH_p_MC_d + TYR_p_MC_d,0,1000,0,0,-3.03E-12,0,0,0
RXN_5682_p_pSE_l,,tyrosinebiosynthesisII,CPD_659_p_pSE_l + NADP_p_pSE_l --> CARBON_DIOXIDE_p_pSE_l + NADPH_p_pSE_l + TYR_p_pSE_l,0,60,0,0,-1.28E-11,0.000133708,0,0.000134379
RXN_5682_p_SE_d,,tyrosinebiosynthesisII,CPD_659_p_SE_d + NADP_p_SE_d --> CARBON_DIOXIDE_p_SE_d + NADPH_p_SE_d + TYR_p_SE_d,0,50,0,0,-6.86E-11,0,0,0
RXN_5682_p_SE_l,,tyrosinebiosynthesisII,CPD_659_p_SE_l + NADP_p_SE_l --> CARBON_DIOXIDE_p_SE_l + NADPH_p_SE_l + TYR_p_SE_l,0,50,0,0,-1.07E-11,0,0,0
RXN_5781_r_CC_d,,"cholinebiosynthesisIII, phosphatidylcholinebiosynthesisI, phosphatidylcholinebiosynthesisII",CDP_CHOLINE_m_CC_d + DIACYLGLYCEROL_r_CC_d --> CMP_m_CC_d + PHOSPHATIDYL_CHOLINE_r_CC_d + PROTON_m_CC_d,0,10,0,0,0,0,0,0
RXN_5781_r_CC_l,,"cholinebiosynthesisIII, phosphatidylcholinebiosynthesisI, phosphatidylcholinebiosynthesisII",CDP_CHOLINE_m_CC_l + DIACYLGLYCEROL_r_CC_l --> CMP_m_CC_l + PHOSPHATIDYL_CHOLINE_r_CC_l + PROTON_m_CC_l,0,10,0,0,0,0,0,0
RXN_5781_r_MC_d,,"cholinebiosynthesisIII, phosphatidylcholinebiosynthesisI, phosphatidylcholinebiosynthesisII",CDP_CHOLINE_m_MC_d + DIACYLGLYCEROL_r_MC_d --> CMP_m_MC_d + PHOSPHATIDYL_CHOLINE_r_MC_d + PROTON_m_MC_d,0,1000,0,0,0,0,0,0
RXN_5781_r_MC_l,0.373725306,"cholinebiosynthesisIII, phosphatidylcholinebiosynthesisI, phosphatidylcholinebiosynthesisII",CDP_CHOLINE_m_MC_l + DIACYLGLYCEROL_r_MC_l --> CMP_m_MC_l + PHOSPHATIDYL_CHOLINE_r_MC_l + PROTON_m_MC_l,0,1000,0,0,-3.50E-12,0,0,0
RXN_5781_r_pSE_d,,"cholinebiosynthesisIII, phosphatidylcholinebiosynthesisI, phosphatidylcholinebiosynthesisII",CDP_CHOLINE_m_pSE_d + DIACYLGLYCEROL_r_pSE_d --> CMP_m_pSE_d + PHOSPHATIDYL_CHOLINE_r_pSE_d + PROTON_m_pSE_d,0,60,0,0,0,0,0,0
RXN_5781_r_pSE_l,,"cholinebiosynthesisIII, phosphatidylcholinebiosynthesisI, phosphatidylcholinebiosynthesisII",CDP_CHOLINE_m_pSE_l + DIACYLGLYCEROL_r_pSE_l --> CMP_m_pSE_l + PHOSPHATIDYL_CHOLINE_r_pSE_l + PROTON_m_pSE_l,0,60,0,0,0,0,0,0
RXN_5781_r_SE_d,,"cholinebiosynthesisIII, phosphatidylcholinebiosynthesisI, phosphatidylcholinebiosynthesisII",CDP_CHOLINE_m_SE_d + DIACYLGLYCEROL_r_SE_d --> CMP_m_SE_d + PHOSPHATIDYL_CHOLINE_r_SE_d + PROTON_m_SE_d,0,50,0,0,0,0,0,0
RXN_5781_r_SE_l,,"cholinebiosynthesisIII, phosphatidylcholinebiosynthesisI, phosphatidylcholinebiosynthesisII",CDP_CHOLINE_m_SE_l + DIACYLGLYCEROL_r_SE_l --> CMP_m_SE_l + PHOSPHATIDYL_CHOLINE_r_SE_l + PROTON_m_SE_l,0,50,0,0,0,0,0,0
RXN_6161_c_CC_d,,fermentation,PROTON_c_CC_d + PYRUVATE_c_CC_d --> ACETALD_c_CC_d + CARBON_DIOXIDE_c_CC_d,0,10,0,0,-8.26E-12,0,0,0
RXN_6161_c_CC_l,,fermentation,PROTON_c_CC_l + PYRUVATE_c_CC_l --> ACETALD_c_CC_l + CARBON_DIOXIDE_c_CC_l,0,10,0,0,0,0,0,0
RXN_6161_c_MC_d,,fermentation,PROTON_c_MC_d + PYRUVATE_c_MC_d --> ACETALD_c_MC_d + CARBON_DIOXIDE_c_MC_d,0,1000,0,0,-1.14E-11,0,0,0
RXN_6161_c_MC_l,,fermentation,PROTON_c_MC_l + PYRUVATE_c_MC_l --> ACETALD_c_MC_l + CARBON_DIOXIDE_c_MC_l,0,1000,0,0,-1.59E-11,0,0,0
RXN_6161_c_pSE_d,,fermentation,PROTON_c_pSE_d + PYRUVATE_c_pSE_d --> ACETALD_c_pSE_d + CARBON_DIOXIDE_c_pSE_d,0,60,0,0,-8.87E-12,0,0,0
RXN_6161_c_pSE_l,,fermentation,PROTON_c_pSE_l + PYRUVATE_c_pSE_l --> ACETALD_c_pSE_l + CARBON_DIOXIDE_c_pSE_l,0,60,0,0,-7.19E-12,0,0,0
RXN_6161_c_SE_d,,fermentation,PROTON_c_SE_d + PYRUVATE_c_SE_d --> ACETALD_c_SE_d + CARBON_DIOXIDE_c_SE_d,0,50,0,0,-1.63E-11,0,0,0
RXN_6161_c_SE_l,,fermentation,PROTON_c_SE_l + PYRUVATE_c_SE_l --> ACETALD_c_SE_l + CARBON_DIOXIDE_c_SE_l,0,50,0,0,5.93E-11,0,0,0
RXN_6383_x_CC_d,,&amp;beta;-alaninebiosynthesisII,3_HYDROXY_PROPIONYL_COA_x_CC_d <=> ACRYLYL_COA_x_CC_d + 4.0 PROTON_x_CC_d + WATER_x_CC_d,-10,10,0,0,0,0,0,0
RXN_6383_x_CC_l,,&amp;beta;-alaninebiosynthesisII,3_HYDROXY_PROPIONYL_COA_x_CC_l <=> ACRYLYL_COA_x_CC_l + 4.0 PROTON_x_CC_l + WATER_x_CC_l,-10,10,0,2.02E-12,0,0,0,0
RXN_6383_x_MC_d,,&amp;beta;-alaninebiosynthesisII,3_HYDROXY_PROPIONYL_COA_x_MC_d <=> ACRYLYL_COA_x_MC_d + 4.0 PROTON_x_MC_d + WATER_x_MC_d,-1000,1000,0,0,0,0,0,0
RXN_6383_x_MC_l,,&amp;beta;-alaninebiosynthesisII,3_HYDROXY_PROPIONYL_COA_x_MC_l <=> ACRYLYL_COA_x_MC_l + 4.0 PROTON_x_MC_l + WATER_x_MC_l,-1000,1000,0,0,0,0,0,0
RXN_6383_x_pSE_d,,&amp;beta;-alaninebiosynthesisII,3_HYDROXY_PROPIONYL_COA_x_pSE_d <=> ACRYLYL_COA_x_pSE_d + 4.0 PROTON_x_pSE_d + WATER_x_pSE_d,-60,60,0,3.71E-12,0,0,0,0
RXN_6383_x_pSE_l,,&amp;beta;-alaninebiosynthesisII,3_HYDROXY_PROPIONYL_COA_x_pSE_l <=> ACRYLYL_COA_x_pSE_l + 4.0 PROTON_x_pSE_l + WATER_x_pSE_l,-60,60,0,0,0,0,0,0
RXN_6383_x_SE_d,,&amp;beta;-alaninebiosynthesisII,3_HYDROXY_PROPIONYL_COA_x_SE_d <=> ACRYLYL_COA_x_SE_d + 4.0 PROTON_x_SE_d + WATER_x_SE_d,-50,50,0,0,0,0,0,0
RXN_6383_x_SE_l,,&amp;beta;-alaninebiosynthesisII,3_HYDROXY_PROPIONYL_COA_x_SE_l <=> ACRYLYL_COA_x_SE_l + 4.0 PROTON_x_SE_l + WATER_x_SE_l,-50,50,0,2.40E-12,0,0,0,0
RXN_6384_x_CC_d,,&amp;beta;-alaninebiosynthesisII,3_HYDROXY_PROPIONYL_COA_x_CC_d + WATER_x_CC_d --> 3_HYDROXY_PROPIONATE_x_CC_d + CO_A_x_CC_d + 5.0 PROTON_x_CC_d,0,10,0,0,0,0,0,0
RXN_6384_x_CC_l,,&amp;beta;-alaninebiosynthesisII,3_HYDROXY_PROPIONYL_COA_x_CC_l + WATER_x_CC_l --> 3_HYDROXY_PROPIONATE_x_CC_l + CO_A_x_CC_l + 5.0 PROTON_x_CC_l,0,10,0,0,7.93E-12,0,0,0
RXN_6384_x_MC_d,,&amp;beta;-alaninebiosynthesisII,3_HYDROXY_PROPIONYL_COA_x_MC_d + WATER_x_MC_d --> 3_HYDROXY_PROPIONATE_x_MC_d + CO_A_x_MC_d + 5.0 PROTON_x_MC_d,0,1000,0,0,0,0,0,0
RXN_6384_x_MC_l,,&amp;beta;-alaninebiosynthesisII,3_HYDROXY_PROPIONYL_COA_x_MC_l + WATER_x_MC_l --> 3_HYDROXY_PROPIONATE_x_MC_l + CO_A_x_MC_l + 5.0 PROTON_x_MC_l,0,1000,0,0,-2.51E-12,0,0,0
RXN_6384_x_pSE_d,,&amp;beta;-alaninebiosynthesisII,3_HYDROXY_PROPIONYL_COA_x_pSE_d + WATER_x_pSE_d --> 3_HYDROXY_PROPIONATE_x_pSE_d + CO_A_x_pSE_d + 5.0 PROTON_x_pSE_d,0,60,0,0,0,0,0,0
RXN_6384_x_pSE_l,,&amp;beta;-alaninebiosynthesisII,3_HYDROXY_PROPIONYL_COA_x_pSE_l + WATER_x_pSE_l --> 3_HYDROXY_PROPIONATE_x_pSE_l + CO_A_x_pSE_l + 5.0 PROTON_x_pSE_l,0,60,0,0,0,0,0,0
RXN_6384_x_SE_d,,&amp;beta;-alaninebiosynthesisII,3_HYDROXY_PROPIONYL_COA_x_SE_d + WATER_x_SE_d --> 3_HYDROXY_PROPIONATE_x_SE_d + CO_A_x_SE_d + 5.0 PROTON_x_SE_d,0,50,0,0,0,0,0,0
RXN_6384_x_SE_l,,&amp;beta;-alaninebiosynthesisII,3_HYDROXY_PROPIONYL_COA_x_SE_l + WATER_x_SE_l --> 3_HYDROXY_PROPIONATE_x_SE_l + CO_A_x_SE_l + 5.0 PROTON_x_SE_l,0,50,0,0,-1.65E-12,0,0,0
RXN_6883_mc_CC_d,,aerobicrespiration--electrondonorIII,2.0 Oxidized_Ferroproteins_m_CC_d + UBIQUINOL_mc_CC_d --> 2.0 PROTON_m_CC_d + 2.0 Reduced_Ferroproteins_m_CC_d + UBIQUINONE_mc_CC_d,0,10,0,0,-9.17E-12,0,0,0
RXN_6883_mc_CC_l,0.030974749,aerobicrespiration--electrondonorIII,2.0 Oxidized_Ferroproteins_m_CC_l + UBIQUINOL_mc_CC_l --> 2.0 PROTON_m_CC_l + 2.0 Reduced_Ferroproteins_m_CC_l + UBIQUINONE_mc_CC_l,0,10,0,0,-6.30E-12,0,0,0
RXN_6883_mc_MC_d,,aerobicrespiration--electrondonorIII,2.0 Oxidized_Ferroproteins_m_MC_d + UBIQUINOL_mc_MC_d --> 2.0 PROTON_m_MC_d + 2.0 Reduced_Ferroproteins_m_MC_d + UBIQUINONE_mc_MC_d,0,1000,0,0,-1.28E-11,0,0,0
RXN_6883_mc_MC_l,0.619494973,aerobicrespiration--electrondonorIII,2.0 Oxidized_Ferroproteins_m_MC_l + UBIQUINOL_mc_MC_l --> 2.0 PROTON_m_MC_l + 2.0 Reduced_Ferroproteins_m_MC_l + UBIQUINONE_mc_MC_l,0,1000,0,0,-5.81E-11,0,0,0
RXN_6883_mc_pSE_d,,aerobicrespiration--electrondonorIII,2.0 Oxidized_Ferroproteins_m_pSE_d + UBIQUINOL_mc_pSE_d --> 2.0 PROTON_m_pSE_d + 2.0 Reduced_Ferroproteins_m_pSE_d + UBIQUINONE_mc_pSE_d,0,60,0,0,-9.45E-12,0,0,0
RXN_6883_mc_pSE_l,0.030974749,aerobicrespiration--electrondonorIII,2.0 Oxidized_Ferroproteins_m_pSE_l + UBIQUINOL_mc_pSE_l --> 2.0 PROTON_m_pSE_l + 2.0 Reduced_Ferroproteins_m_pSE_l + UBIQUINONE_mc_pSE_l,0,60,0,2.67E-11,-2.31E-11,0,0,0
RXN_6883_mc_SE_d,,aerobicrespiration--electrondonorIII,2.0 Oxidized_Ferroproteins_m_SE_d + UBIQUINOL_mc_SE_d --> 2.0 PROTON_m_SE_d + 2.0 Reduced_Ferroproteins_m_SE_d + UBIQUINONE_mc_SE_d,0,50,0,0,-9.33E-12,0,0,0
RXN_6883_mc_SE_l,0.030974749,aerobicrespiration--electrondonorIII,2.0 Oxidized_Ferroproteins_m_SE_l + UBIQUINOL_mc_SE_l --> 2.0 PROTON_m_SE_l + 2.0 Reduced_Ferroproteins_m_SE_l + UBIQUINONE_mc_SE_l,0,50,0,0,-2.48E-11,0,0,0
RXN_6883_mi_CC_d,,aerobicrespiration--electrondonorIII,2.0 Oxidized_Ferroproteins_m_CC_d + UBIQUINOL_mi_CC_d --> 2.0 PROTON_m_CC_d + 2.0 Reduced_Ferroproteins_m_CC_d + UBIQUINONE_mi_CC_d,0,10,0,0,-9.33E-12,0,0,0
RXN_6883_mi_CC_l,0.030974749,aerobicrespiration--electrondonorIII,2.0 Oxidized_Ferroproteins_m_CC_l + UBIQUINOL_mi_CC_l --> 2.0 PROTON_m_CC_l + 2.0 Reduced_Ferroproteins_m_CC_l + UBIQUINONE_mi_CC_l,0,10,0,0,-2.60E-11,0,0,0
RXN_6883_mi_MC_d,,aerobicrespiration--electrondonorIII,2.0 Oxidized_Ferroproteins_m_MC_d + UBIQUINOL_mi_MC_d --> 2.0 PROTON_m_MC_d + 2.0 Reduced_Ferroproteins_m_MC_d + UBIQUINONE_mi_MC_d,0,1000,0,0,-1.17E-11,0,0,0
RXN_6883_mi_MC_l,0.619494973,aerobicrespiration--electrondonorIII,2.0 Oxidized_Ferroproteins_m_MC_l + UBIQUINOL_mi_MC_l --> 2.0 PROTON_m_MC_l + 2.0 Reduced_Ferroproteins_m_MC_l + UBIQUINONE_mi_MC_l,0,1000,0,0,4.80E-11,0,0,0
RXN_6883_mi_pSE_d,,aerobicrespiration--electrondonorIII,2.0 Oxidized_Ferroproteins_m_pSE_d + UBIQUINOL_mi_pSE_d --> 2.0 PROTON_m_pSE_d + 2.0 Reduced_Ferroproteins_m_pSE_d + UBIQUINONE_mi_pSE_d,0,60,0,0,-9.49E-12,0,0,0
RXN_6883_mi_pSE_l,0.030974749,aerobicrespiration--electrondonorIII,2.0 Oxidized_Ferroproteins_m_pSE_l + UBIQUINOL_mi_pSE_l --> 2.0 PROTON_m_pSE_l + 2.0 Reduced_Ferroproteins_m_pSE_l + UBIQUINONE_mi_pSE_l,0,60,0,0,-1.27E-11,0,0,0
RXN_6883_mi_SE_d,,aerobicrespiration--electrondonorIII,2.0 Oxidized_Ferroproteins_m_SE_d + UBIQUINOL_mi_SE_d --> 2.0 PROTON_m_SE_d + 2.0 Reduced_Ferroproteins_m_SE_d + UBIQUINONE_mi_SE_d,0,50,0,0,-9.32E-12,0,0,0
RXN_6883_mi_SE_l,0.030974749,aerobicrespiration--electrondonorIII,2.0 Oxidized_Ferroproteins_m_SE_l + UBIQUINOL_mi_SE_l --> 2.0 PROTON_m_SE_l + 2.0 Reduced_Ferroproteins_m_SE_l + UBIQUINONE_mi_SE_l,0,50,0,0,-2.42E-11,0,0,0
RXN_6884_m_CC_d,,aerobicrespiration--electrondonorIII,OXYGEN_MOLECULE_m_CC_d + 4.0 PROTON_m_CC_d + 4.0 Reduced_Ferroproteins_m_CC_d --> 4.0 Oxidized_Ferroproteins_m_CC_d + 2.0 WATER_m_CC_d,0,10,0,0,-4.59E-12,0,0,0
RXN_6884_m_CC_l,0.030974749,aerobicrespiration--electrondonorIII,OXYGEN_MOLECULE_m_CC_l + 4.0 PROTON_m_CC_l + 4.0 Reduced_Ferroproteins_m_CC_l --> 4.0 Oxidized_Ferroproteins_m_CC_l + 2.0 WATER_m_CC_l,0,10,0,0,-1.65E-12,0,0,0
RXN_6884_m_MC_d,,aerobicrespiration--electrondonorIII,OXYGEN_MOLECULE_m_MC_d + 4.0 PROTON_m_MC_d + 4.0 Reduced_Ferroproteins_m_MC_d --> 4.0 Oxidized_Ferroproteins_m_MC_d + 2.0 WATER_m_MC_d,0,1000,0,0,-7.48E-12,0,0,0
